trial,sigma,gap,method,n_missing,rmse,mae,bias
18,0.05,16,linear,48,0.6313604206677751,0.5213506946329168,0.09175480682684704
19,0.05,16,locf,48,0.6886122682124031,0.5257897279379463,-0.009772327153696777
19,0.05,16,nearest,48,0.6593277677944168,0.4856024777926198,0.08101436607394454
19,0.05,16,linear,48,0.5856631043935825,0.47347722743577386,0.08101436607394454
20,0.05,16,locf,48,0.7835433281704305,0.611053055563754,0.3831466681547567
20,0.05,16,nearest,48,0.40989146818103367,0.27980389750094764,0.07786780283709759
20,0.05,16,linear,48,0.3368547825708216,0.25559129030389016,0.07786780283709759
21,0.05,16,locf,48,0.9241219215469672,0.8226637258053492,-0.2422968787062806
21,0.05,16,nearest,48,0.5254707781644261,0.43548516747988114,-0.12273044715753034
21,0.05,16,linear,48,0.3075967893964351,0.2445359711610656,-0.12273044715753034
22,0.05,16,locf,48,0.8199151718282459,0.6492489383459744,0.39116476020861435
22,0.05,16,nearest,48,0.278302353190674,0.18585169544413735,0.0612572500166463
22,0.05,16,linear,48,0.2835957877400591,0.2524620482786442,0.06125725001664628
23,0.05,16,locf,48,0.9265282766451531,0.8142749746107647,-0.016859712671765077
23,0.05,16,nearest,48,0.6439596059460748,0.5443783473030074,0.22484617167036802
23,0.05,16,linear,48,0.4597094467532504,0.32610661094369725,0.22484617167036805
24,0.05,16,locf,48,0.47468251491461344,0.3976534439849626,-0.16576144510307514
24,0.05,16,nearest,48,0.4840732706606728,0.3992440324904953,-0.24711918500185112
24,0.05,16,linear,48,0.4508442865559227,0.355151255157008,-0.24711918500185115
25,0.05,16,locf,48,0.9414104832845528,0.7263372162055589,0.2654906439838515
25,0.05,16,nearest,48,0.41133479465782485,0.2742749837604242,0.10348689507724297
25,0.05,16,linear,48,0.3572024626846405,0.2584105082015556,0.10348689507724303
26,0.05,16,locf,48,0.8488250281642155,0.7001103703003385,0.2548726909728654
26,0.05,16,nearest,48,0.6104689658978959,0.46990585632272036,0.1836156638573636
26,0.05,16,linear,48,0.5590182792086179,0.46422557941520853,0.1836156638573636
27,0.05,16,locf,48,1.0991245128955343,0.8773318340935597,-0.5861540490033482
27,0.05,16,nearest,48,0.5877604367381613,0.3936879432417406,-0.06805632387484661
27,0.05,16,linear,48,0.47506554425352665,0.380099828106821,-0.06805632387484661
28,0.05,16,locf,48,0.8636728310089109,0.7193467064216139,-0.49755537883111806
28,0.05,16,nearest,48,0.48789359673466826,0.33047671492903435,-0.22136005296792763
28,0.05,16,linear,48,0.42559690269034356,0.33633618402943827,-0.2213600529679276
29,0.05,16,locf,48,0.7569884379591414,0.5829868846112329,0.31826594836298666
29,0.05,16,nearest,48,0.3958680286096059,0.3132912655311398,-0.04564029703490372
29,0.05,16,linear,48,0.24114012190958117,0.1861554654108536,-0.04564029703490372
30,0.05,16,locf,48,0.91274019135844,0.7191314693309856,0.1689557581505484
30,0.05,16,nearest,48,0.4160088133476664,0.3167016805495359,-0.14740506597630462
30,0.05,16,linear,48,0.30896731862652543,0.24028994892061595,-0.14740506597630457
31,0.05,16,locf,48,0.9020487740082466,0.6720012260716621,0.6036506044581105
31,0.05,16,nearest,48,0.6116762244734087,0.46862417621487346,0.18649246948953158
31,0.05,16,linear,48,0.36769734762589246,0.30059333350348355,0.1864924694895316
32,0.05,16,locf,48,0.864410053828677,0.6517887294811505,0.3749635178537774
32,0.05,16,nearest,48,0.31889702043620227,0.2264339697242309,0.04136146110238501
32,0.05,16,linear,48,0.3142421396248703,0.2494458941583105,0.041361461102385005
33,0.05,16,locf,48,0.7659497995467511,0.6496233093297586,0.007322994030261018
33,0.05,16,nearest,48,0.53006389729978,0.3976025745796015,0.05340500380510632
33,0.05,16,linear,48,0.5081444505925607,0.41682123925478143,0.0534050038051063
34,0.05,16,locf,48,0.6238470817130533,0.4647488537944892,0.4027681919688196
34,0.05,16,nearest,48,0.5386967324340287,0.38813334778904346,0.2759009684303683
34,0.05,16,linear,48,0.46367067028460357,0.3295809746079948,0.2759009684303683
35,0.05,16,locf,48,0.7824730458125673,0.5650230565602562,0.2737328066361046
35,0.05,16,nearest,48,0.4524515434375135,0.3020977667511175,0.06840797833203942
35,0.05,16,linear,48,0.23695759939699804,0.175971618421227,0.06840797833203939
36,0.05,16,locf,48,1.081401768911828,0.8803263761050478,-0.14349444635929268
36,0.05,16,nearest,48,0.5400206495683095,0.4330229068543476,0.031819763536499034
36,0.05,16,linear,48,0.3602738121173596,0.2746641404158989,0.03181976353649901
37,0.05,16,locf,48,0.999997656762214,0.8321816419288677,0.10635528392729121
37,0.05,16,nearest,48,0.5773732708956457,0.4467998398566027,-0.175375620455823
37,0.05,16,linear,48,0.4279412698650501,0.3430942343173476,-0.17537562045582297
38,0.05,16,locf,48,0.7445734978119924,0.5872061141829402,-0.09623937319718771
38,0.05,16,nearest,48,0.5976181628775445,0.4868822945765736,0.17571759260268838
38,0.05,16,linear,48,0.4605640798863526,0.32018849785324566,0.17571759260268838
39,0.05,16,locf,48,0.999772996730897,0.8008516665482021,-0.009962457282090867
39,0.05,16,nearest,48,0.5965921829316592,0.40046177677416644,-0.2664175667687334
39,0.05,16,linear,48,0.44652415478804897,0.315182244869274,-0.26641756676873346
40,0.05,16,locf,48,0.6449978341507565,0.4735152890068744,0.19382463308147813
40,0.05,16,nearest,48,0.6480329195199682,0.4920066781230707,-0.28403432461621586
40,0.05,16,linear,48,0.4802820785175309,0.35640418483182995,-0.28403432461621586
41,0.05,16,locf,48,0.9362810529579597,0.7044772598531631,0.40528610351226674
41,0.05,16,nearest,48,0.5601424712265598,0.4017067906249198,0.1821609135883343
41,0.05,16,linear,48,0.5436206915882239,0.4062884924070036,0.18216091358833433
42,0.05,16,locf,48,1.0742770864404707,0.9288209990497029,-0.23467414522832328
42,0.05,16,nearest,48,0.5150877188388493,0.3723681683535278,-0.029362368745517477
42,0.05,16,linear,48,0.3541864921191814,0.27688155176063706,-0.029362368745517436
43,0.05,16,locf,48,0.6780194368122145,0.536607718752085,0.3378195291326395
43,0.05,16,nearest,48,0.5571758147897249,0.41339133738546324,0.25243512695331494
43,0.05,16,linear,48,0.4865304326121401,0.3405235717381119,0.25243512695331494
44,0.05,16,locf,48,0.8353172401834689,0.7256204432463224,-0.6604907872997451
44,0.05,16,nearest,48,0.5400959297085485,0.4383761423218186,-0.1712412586635894
44,0.05,16,linear,48,0.4998174608577556,0.38936401896024203,-0.17124125866358939
45,0.05,16,locf,48,0.9615022244396222,0.7592827397082714,-0.3744421488474699
45,0.05,16,nearest,48,0.6774190096032088,0.5401031561858616,-0.4371970698239204
45,0.05,16,linear,48,0.5719777342291108,0.4608054133948194,-0.4371970698239204
46,0.05,16,locf,48,0.6998725121395944,0.5860072720914654,-0.04741218425433385
46,0.05,16,nearest,48,0.6037699092373096,0.4304032058120993,0.04820395663941296
46,0.05,16,linear,48,0.5198976996091029,0.41900323298057285,0.04820395663941298
47,0.05,16,locf,48,0.6137539875044379,0.40160933081866373,-0.09851572325850892
47,0.05,16,nearest,48,0.49986064411526554,0.3289134339541012,-0.19910024753262942
47,0.05,16,linear,48,0.38176166490784413,0.3066241215845771,-0.19910024753262937
48,0.05,16,locf,48,1.0873199610767348,0.9059844091257118,-0.41787836777578163
48,0.05,16,nearest,48,0.6487126507659573,0.528356770807688,-0.11783000797932158
48,0.05,16,linear,48,0.29137399597635144,0.24442069771244992,-0.11783000797932164
1,0.15,4,locf,12,0.341613847301024,0.30111658972463634,-0.05320756630169138
1,0.15,4,nearest,12,0.21656370217056944,0.17229081470343932,-0.08730663112906696
1,0.15,4,linear,12,0.10720605246924048,0.087306631129067,-0.087306631129067
2,0.15,4,locf,12,0.4728219877878497,0.42239048732622303,0.25166810972707193
2,0.15,4,nearest,12,0.3136030527657773,0.2749901568402489,0.1966764801340467
2,0.15,4,linear,12,0.2117337229045768,0.19667648013404668,0.19667648013404668
3,0.15,4,locf,12,0.2635471917263427,0.2564943502632269,0.10413072946316752
3,0.15,4,nearest,12,0.3943183229695846,0.35245830274038065,0.18672766175048938
3,0.15,4,linear,12,0.3762275015053654,0.35245830274038065,0.18672766175048935
4,0.15,4,locf,12,0.2189351408191302,0.13874200036216275,0.07603741475352847
4,0.15,4,nearest,12,0.18313725283209906,0.14373643695674243,-0.07088661190492625
4,0.15,4,linear,12,0.11654168645553212,0.10485689530271058,-0.07088661190492622
5,0.15,4,locf,12,0.6413209236848594,0.5836167151649946,0.15426431939012583
5,0.15,4,nearest,12,0.3655388301663711,0.32375659574177534,0.056199067106988985
5,0.15,4,linear,12,0.10743596128840138,0.08602759158352545,0.056199067106988985
6,0.15,4,locf,12,0.375975068173349,0.2622266982932317,-0.1642327626094143
6,0.15,4,nearest,12,0.2351768785310836,0.17506939624522685,-0.0425049297588505
6,0.15,4,linear,12,0.14403284721708104,0.12246262518846977,-0.042504929758850486
7,0.15,4,locf,12,0.21755686766249177,0.17133114413039116,0.1641929716427937
7,0.15,4,nearest,12,0.21580852393786545,0.15785949738907026,-0.06047790738865966
7,0.15,4,linear,12,0.1148248138931162,0.08737398562259585,-0.060477907388659664
8,0.15,4,locf,12,0.15076542774061236,0.1092989079744409,-0.03420540333469244
8,0.15,4,nearest,12,0.27753807661347574,0.20256594005801032,-0.03075367316943332
8,0.15,4,linear,12,0.22569334789412332,0.19802322427019084,-0.030753673169433327
9,0.15,4,locf,12,0.18905660149764436,0.16518092129607467,-0.1285616577224597
9,0.15,4,nearest,12,0.37630671531385135,0.3048008260766257,-0.3048008260766257
9,0.15,4,linear,12,0.3505467204814265,0.3048008260766256,-0.3048008260766256
10,0.15,4,locf,12,0.2723367296506827,0.25673837637174024,0.09581295144714612
10,0.15,4,nearest,12,0.1740090837415137,0.15541978108189894,0.04499258944766917
10,0.15,4,linear,12,0.09738638506256901,0.07476855677569476,0.04499258944766917
11,0.15,4,locf,12,0.28057258604489627,0.21049228628136804,-0.023379507978393745
11,0.15,4,nearest,12,0.13442397767063632,0.10471832824988953,0.05213526489983963
11,0.15,4,linear,12,0.08551362642451128,0.07786887216440652,0.052135264899839606
12,0.15,4,locf,12,0.3337396934382504,0.3081874657667098,-0.2040413066921811
12,0.15,4,nearest,12,0.21569536353354238,0.18287776648230067,-0.08525761763698066
12,0.15,4,linear,12,0.1406328355119574,0.12022889794987952,-0.08525761763698066
13,0.15,4,locf,12,0.2365234625282443,0.1821545986168678,-0.1756505164979564
13,0.15,4,nearest,12,0.2292751262874558,0.17135494155209408,0.0623887001055942
13,0.15,4,linear,12,0.12481482096824852,0.09738310262651416,0.06238870010559424
14,0.15,4,locf,12,0.2210854909192429,0.1976172265011664,-0.012983921766079154
14,0.15,4,nearest,12,0.20459120590655652,0.15934727161339243,-0.09459410771954728
14,0.15,4,linear,12,0.10962539891724199,0.09642678245046464,-0.09459410771954725
15,0.15,4,locf,12,0.5649425910245301,0.4321604453878584,0.15701670448526214
15,0.15,4,nearest,12,0.33477038275962656,0.2438916535591343,0.19463343198655356
15,0.15,4,linear,12,0.21641773053717353,0.19463343198655356,0.19463343198655356
16,0.15,4,locf,12,0.5262713656582707,0.45372515946385167,-0.2565395658919671
16,0.15,4,nearest,12,0.32128692430835154,0.2829239960665187,0.002306975680270352
16,0.15,4,linear,12,0.07945638831519393,0.06587954300429051,0.0023069756802703567
17,0.15,4,locf,12,0.40872526126150327,0.33667449611878225,0.026104066432835
17,0.15,4,nearest,12,0.31131425370523,0.25732350883015626,0.14039608291776043
17,0.15,4,linear,12,0.18607126808146635,0.1408187990274085,0.14039608291776043
18,0.15,4,locf,12,0.4579413261911364,0.41249036134742134,-0.023718012070452182
18,0.15,4,nearest,12,0.2640904740939402,0.23431405612635606,-0.024309510550661394
18,0.15,4,linear,12,0.11177592355103745,0.09807593484108162,-0.024309510550661384
19,0.15,4,locf,12,0.29263717557358715,0.259391452979758,0.019945198083631793
19,0.15,4,nearest,12,0.20794255210258483,0.17548787691353993,-0.06825526538292635
19,0.15,4,linear,12,0.10141704265952381,0.09335546294323409,-0.06825526538292635
20,0.15,4,locf,12,0.19564456559569923,0.17123675242704442,0.14125422544328362
20,0.15,4,nearest,12,0.3271379290232659,0.2727833504778499,0.01811681282750835
20,0.15,4,linear,12,0.28643144041570984,0.24284305085328386,0.018116812827508346
21,0.15,4,locf,12,0.569799267074663,0.4460414354052471,-0.1118048848335481
21,0.15,4,nearest,12,0.3497596416943431,0.28180947688972785,-0.029207942526804486
21,0.15,4,linear,12,0.12375791685737401,0.0938815484580266,-0.029207942526804465
22,0.15,4,locf,12,0.19947023215488027,0.16877484219037528,-0.018174122331700644
22,0.15,4,nearest,12,0.27434846313798866,0.24146919237213268,-0.18006978087035339
22,0.15,4,linear,12,0.24526869854760286,0.19704090770601893,-0.18006978087035339
23,0.15,4,locf,12,0.4579742652132866,0.3801323957377463,0.015583726768830889
23,0.15,4,nearest,12,0.27663211909400287,0.2276323538112762,-0.023482341667073286
23,0.15,4,linear,12,0.0677976944121606,0.05700671770205754,-0.023482341667073286
24,0.15,4,locf,12,0.4719125489983649,0.38293367733536704,-0.034192330191881025
24,0.15,4,nearest,12,0.2711514138169096,0.21835645088137126,0.07176988097496245
24,0.15,4,linear,12,0.13984185491790987,0.13025075021721896,0.07176988097496247
25,0.15,4,locf,12,0.2341494560891087,0.18142184682301352,0.08206663412522656
25,0.15,4,nearest,12,0.24254743505390997,0.2054153026578199,0.021217785707723324
25,0.15,4,linear,12,0.1369473925722826,0.11588270534599461,0.02121778570772333
26,0.15,4,locf,12,0.5674777321003195,0.5254748663951304,0.16290333749190114
26,0.15,4,nearest,12,0.3283235432119233,0.2880902418802002,-0.016378572084063448
26,0.15,4,linear,12,0.12867278810389515,0.12079361487989763,-0.01637857208406343
27,0.15,4,locf,12,0.4027007112001013,0.2542134327451357,-0.25107831468841274
27,0.15,4,nearest,12,0.2506017492671678,0.20012892245893898,0.035510653035730234
27,0.15,4,linear,12,0.0737698330070006,0.05335817601297042,0.035510653035730234
28,0.15,4,locf,12,0.4678295914162086,0.294110751071708,-0.24501301018093122
28,0.15,4,nearest,12,0.2886196295520343,0.2158248917008053,0.009987473058092175
28,0.15,4,linear,12,0.17416443378111787,0.151976333854248,0.00998747305809219
29,0.15,4,locf,12,0.3192051102727422,0.27551603781979156,-0.009202556876916365
29,0.15,4,nearest,12,0.1842926980615042,0.1440018364879673,-0.042202601628007715
29,0.15,4,linear,12,0.11787166572259927,0.11132295852781016,-0.04220260162800773
30,0.15,4,locf,12,0.17761407847199165,0.11747805376125191,0.09232334190206515
30,0.15,4,nearest,12,0.16562229224604283,0.13096677225801945,0.027307810233659177
30,0.15,4,linear,12,0.11028101890685375,0.09692166196835261,0.02730781023365919
31,0.15,4,locf,12,0.31317047539202,0.263724943371721,0.26122676063465283
31,0.15,4,nearest,12,0.18519180897436052,0.1516555009121969,0.11881437745759053
31,0.15,4,linear,12,0.17458214993844365,0.153540301883718,0.11881437745759053
32,0.15,4,locf,12,0.09015057023261136,0.07215329785927753,-0.008045123913917929
32,0.15,4,nearest,12,0.10852471257180538,0.08579254700999339,-0.060329041011288394
32,0.15,4,linear,12,0.07890871989054064,0.07340966552457202,-0.06032904101128841
33,0.15,4,locf,12,0.5349989232842133,0.4393103069655942,0.16845527285720943
33,0.15,4,nearest,12,0.2662017935532435,0.19516884973953466,0.05959700094290991
33,0.15,4,linear,12,0.17579452195352857,0.16291667837862314,0.0595970009429099
34,0.15,4,locf,12,0.17556663061086578,0.14385053390520533,0.12386843119255991
34,0.15,4,nearest,12,0.2049583965851187,0.14133800752528722,-0.09742294922449975
34,0.15,4,linear,12,0.15050250151457517,0.10789908352536108,-0.09742294922449975
35,0.15,4,locf,12,0.4046450190736986,0.3270573615037659,0.25315536314576265
35,0.15,4,nearest,12,0.21756961024297447,0.17042142407215422,0.07149765974152099
35,0.15,4,linear,12,0.15459558019805772,0.13654912870590033,0.07149765974152099
36,0.15,4,locf,12,0.3973742392285824,0.3182454258853649,-0.2550879829465492
36,0.15,4,nearest,12,0.27635704968661245,0.23549945809043282,-0.043167961117944166
36,0.15,4,linear,12,0.09040566660919143,0.07223526584101521,-0.04316796111794421
37,0.15,4,locf,12,0.40023153384615806,0.286794706919993,0.1546350899518297
37,0.15,4,nearest,12,0.2685604456674868,0.21896424307804163,0.07911457023709921
37,0.15,4,linear,12,0.10578842628243441,0.08266922676888923,0.07911457023709921
38,0.15,4,locf,12,0.44376841585560833,0.3218333825404523,0.12556272434209034
38,0.15,4,nearest,12,0.2752806030782951,0.23046389474120477,0.03371143812572453
38,0.15,4,linear,12,0.1380324615462707,0.1297141231909684,0.03371143812572455
39,0.15,4,locf,12,0.46974963344061177,0.3529483999275098,-0.10474339837466567
39,0.15,4,nearest,12,0.25673890657499104,0.2107174219467575,0.03306738802492223
39,0.15,4,linear,12,0.1420466450650344,0.11536319679417613,0.03306738802492222
40,0.15,4,locf,12,0.21026884402174226,0.19651504726059243,0.00609415530274358
40,0.15,4,nearest,12,0.21460414377717998,0.18408877636491636,0.12830123141466546
40,0.15,4,linear,12,0.18596750892416294,0.1657476958546984,0.12830123141466546
41,0.15,4,locf,12,0.2634676326648638,0.1732908276476733,0.07255419125024476
41,0.15,4,nearest,12,0.23209457410154047,0.17379783909008903,-0.11864075920583877
41,0.15,4,linear,12,0.16397422241400358,0.12031762881732305,-0.11864075920583876
42,0.15,4,locf,12,0.4845725638131686,0.3275790858732371,0.20824310631219692
42,0.15,4,nearest,12,0.32565984841615486,0.2469213852628467,0.1313787668533671
42,0.15,4,linear,12,0.16054788698711825,0.1369403223969915,0.1313787668533671
43,0.15,4,locf,12,0.3533184634374805,0.3155321346050879,-0.031377737293165626
43,0.15,4,nearest,12,0.2962611472512694,0.25832802448444014,-0.13543296039617364
43,0.15,4,linear,12,0.1641422704392348,0.1437521251759746,-0.13543296039617364
44,0.15,4,locf,12,0.40862658092761667,0.3258439839877265,-0.16288022570156885
44,0.15,4,nearest,12,0.2812705776772973,0.2175407901596954,0.002552160324089827
44,0.15,4,linear,12,0.2003217642355248,0.1697632526708002,0.002552160324089836
45,0.15,4,locf,12,0.15620626036187932,0.1252319571233136,-0.03429750567980263
45,0.15,4,nearest,12,0.1801316406396156,0.14428622223012869,0.03320125206191651
45,0.15,4,linear,12,0.1672045859304183,0.14268369099240083,0.03320125206191651
46,0.15,4,locf,12,0.26830554444809646,0.1985758616774416,-0.18666114048273896
46,0.15,4,nearest,12,0.1908937560570992,0.15753874260710027,-0.05455450885824955
46,0.15,4,linear,12,0.1356638080924482,0.11952421021700521,-0.054554508858249556
47,0.15,4,locf,12,0.10736995148590786,0.09344925902665842,-0.00842939010063474
47,0.15,4,nearest,12,0.16217183641907118,0.1486783434801239,0.003445205149148293
47,0.15,4,linear,12,0.13592098609207842,0.12573520430114507,0.003445205149148293
48,0.15,4,locf,12,0.44380915586786596,0.40973801480849903,-0.08430373731266466
48,0.15,4,nearest,12,0.2648393245745422,0.23052304716749727,0.010473374354112988
48,0.15,4,linear,12,0.12211842475955612,0.0967961822180039,0.010473374354112991
1,0.15,8,locf,24,0.3958723219495666,0.3402629999244226,0.00870465319659442
1,0.15,8,nearest,24,0.28615963264155536,0.24358789001526193,-0.05246918847788296
1,0.15,8,linear,24,0.2795624274057753,0.24358789001526196,-0.052469188477882955
2,0.15,8,locf,24,0.701575029219451,0.5823007202330781,0.14549375144365626
2,0.15,8,nearest,24,0.3734130094860828,0.29376077514368665,0.1799553469201748
2,0.15,8,linear,24,0.24879095940253448,0.21486873970342932,0.17995534692017476
3,0.15,8,locf,24,0.27398404126233183,0.24152242885836928,0.06705947015713352
3,0.15,8,nearest,24,0.4573502038755327,0.39122653751338876,0.1697346911751433
3,0.15,8,linear,24,0.42548119974463927,0.3912265375133887,0.1697346911751433
4,0.15,8,locf,24,0.5216456763482251,0.31670938536519494,0.1776504736542024
4,0.15,8,nearest,24,0.3237227187302276,0.23044697064151798,0.09540391720285891
4,0.15,8,linear,24,0.18685455141720075,0.14196775804890158,0.09540391720285894
5,0.15,8,locf,24,1.0483722714665937,0.9120507363460716,0.15410377018439203
5,0.15,8,nearest,24,0.5607051508632734,0.49052120337004274,0.08846692839046692
5,0.15,8,linear,24,0.16552195341938042,0.1275615177727382,0.08846692839046692
6,0.15,8,locf,24,0.5042693563891953,0.39173883695570505,-0.33603089015695625
6,0.15,8,nearest,24,0.4205015379105385,0.336886641259542,0.009809959981640628
6,0.15,8,linear,24,0.36347635606890727,0.32820325927022503,0.009809959981640616
7,0.15,8,locf,24,0.4717360733395863,0.3453216966350043,0.3008767980147977
7,0.15,8,nearest,24,0.2912759761376178,0.23960023363970526,0.11822969970633333
7,0.15,8,linear,24,0.21391212799003592,0.1806746777970881,0.1182296997063333
8,0.15,8,locf,24,0.5693396653738613,0.4103799655076023,-0.14454392787239226
8,0.15,8,nearest,24,0.4555736247565838,0.32526793901364476,-0.02647282450557128
8,0.15,8,linear,24,0.2928716339833894,0.25884906897004983,-0.026472824505571313
9,0.15,8,locf,24,0.2921479593388164,0.21483966964702053,0.06196928604155249
9,0.15,8,nearest,24,0.30725388626435934,0.21697540281750105,-0.19276744386767383
9,0.15,8,linear,24,0.27914246622538325,0.2135844386004062,-0.19276744386767378
10,0.15,8,locf,24,0.5305299267055189,0.43797315042464025,0.046144166275087294
10,0.15,8,nearest,24,0.29469733304900936,0.24461551840651208,0.07639479438970836
10,0.15,8,linear,24,0.1325748994120155,0.10853376735373878,0.07639479438970835
11,0.15,8,locf,24,0.5044730802256661,0.39383900727139753,-0.0901956910425174
11,0.15,8,nearest,24,0.31426136702469937,0.21929296104073792,-0.09577225225242063
11,0.15,8,linear,24,0.1637050874206702,0.1416956653517526,-0.09577225225242064
12,0.15,8,locf,24,0.4818124561769063,0.4186215410453187,-0.079349081060556
12,0.15,8,nearest,24,0.2641629236270293,0.22698095889778924,-0.09999295913515253
12,0.15,8,linear,24,0.21835157896690038,0.17893813453787413,-0.09999295913515253
13,0.15,8,locf,24,0.35415485889316917,0.2690915267453909,-0.20158195110383384
13,0.15,8,nearest,24,0.23221752219761468,0.1884368509795119,-0.1817854435420029
13,0.15,8,linear,24,0.21247603954916428,0.1916790409606769,-0.1817854435420029
14,0.15,8,locf,24,0.37906811138742136,0.27166288210964873,0.16019018160038542
14,0.15,8,nearest,24,0.3088942190564206,0.27464366374977406,-0.0653464246287954
14,0.15,8,linear,24,0.2005921999740687,0.15966149168309268,-0.06534642462879542
15,0.15,8,locf,24,0.8654964131546408,0.728322754820387,0.004367890480218535
15,0.15,8,nearest,24,0.4403468240822281,0.3281740332222967,0.16262236652121487
15,0.15,8,linear,24,0.32511910257953,0.26854532654128443,0.16262236652121487
16,0.15,8,locf,24,1.0140749844109698,0.8764251883140309,-0.38950934385312674
16,0.15,8,nearest,24,0.4984961191123438,0.4119089361852737,-0.09829803285322913
16,0.15,8,linear,24,0.1622156890653986,0.11633080477325257,-0.09829803285322909
17,0.15,8,locf,24,0.6431617256964082,0.5667559668444144,-0.1381895028158107
17,0.15,8,nearest,24,0.45899732721834047,0.36888279253865136,0.13414029664259056
17,0.15,8,linear,24,0.3587583144538791,0.3401036425909603,0.1341402966425906
18,0.15,8,locf,24,0.6690782609727972,0.5809765745844819,-0.0059685335886487945
18,0.15,8,nearest,24,0.3843773123233833,0.3283310086259367,0.006784899844192086
18,0.15,8,linear,24,0.26495877528861095,0.24665107101831718,0.006784899844192074
19,0.15,8,locf,24,0.4545277084899619,0.38223372272275374,0.04475343740324653
19,0.15,8,nearest,24,0.2692943443780007,0.2362711811104258,0.002304919856276802
19,0.15,8,linear,24,0.225377312621073,0.1954560995497301,0.0023049198562768037
20,0.15,8,locf,24,0.4194700587036523,0.3064079244973868,0.21971358443399
20,0.15,8,nearest,24,0.2797774122740862,0.21525102407925237,0.05070813913724507
20,0.15,8,linear,24,0.2036145543930667,0.17975957331011805,0.05070813913724507
21,0.15,8,locf,24,0.7066314571168442,0.6032841503243662,-0.16908924599137987
21,0.15,8,nearest,24,0.4790987447143114,0.3721598142202409,-0.05003136641107808
21,0.15,8,linear,24,0.4041840333271836,0.35109044854803756,-0.05003136641107808
22,0.15,8,locf,24,0.2838959123121754,0.22070754172651705,0.09814757701762712
22,0.15,8,nearest,24,0.3605442275825954,0.2909609989640966,-0.1313597717717205
22,0.15,8,linear,24,0.32130090672322453,0.2915273315035005,-0.1313597717717205
23,0.15,8,locf,24,0.759169255853202,0.6059079373522716,0.0689520502922605
23,0.15,8,nearest,24,0.3363034850984746,0.23753620621652005,0.007711715951418928
23,0.15,8,linear,24,0.20475613478386603,0.1746707146948481,0.0077117159514189125
24,0.15,8,locf,24,0.5721344067745908,0.4788365564611345,-0.13501614805427273
24,0.15,8,nearest,24,0.38515340906788964,0.3120218234283845,0.04631105136678759
24,0.15,8,linear,24,0.3369503561484475,0.3120218234283845,0.04631105136678757
25,0.15,8,locf,24,0.5589761547180924,0.3901804822622599,0.12291614666195737
25,0.15,8,nearest,24,0.3377711077986742,0.27392438321851614,-0.04875349622285413
25,0.15,8,linear,24,0.20183762399420882,0.16997535676842687,-0.04875349622285414
26,0.15,8,locf,24,0.7762352476970192,0.7017939734862167,0.2674863609526336
26,0.15,8,nearest,24,0.45724499532347895,0.3879426402085402,0.11390854123920202
26,0.15,8,linear,24,0.39427739620669944,0.35278557419883705,0.11390854123920204
27,0.15,8,locf,24,0.716579581078636,0.4554936084623618,-0.4073197297434467
27,0.15,8,nearest,24,0.41887900846413983,0.3210291477706499,-0.07703337375108261
27,0.15,8,linear,24,0.18858104420157784,0.15716215203783246,-0.0770333737510826
28,0.15,8,locf,24,0.6779585525634308,0.4651433354554759,-0.41927049144584155
28,0.15,8,nearest,24,0.4327732501155443,0.3166692662726806,-0.11257548627571912
28,0.15,8,linear,24,0.3503908564644408,0.31164731464833323,-0.11257548627571912
29,0.15,8,locf,24,0.4987231495827521,0.41267954505808074,0.08043732355868789
29,0.15,8,nearest,24,0.2818166991237687,0.22313465850031874,-0.05160103673957838
29,0.15,8,linear,24,0.20746746465256405,0.18098633369978256,-0.051601036739578415
30,0.15,8,locf,24,0.32433042118253363,0.250066699806603,0.07500593835120205
30,0.15,8,nearest,24,0.44718169570507543,0.31225555296264734,0.08853969566760404
30,0.15,8,linear,24,0.3169308079018271,0.28902010047033017,0.08853969566760406
31,0.15,8,locf,24,0.5652782851191613,0.45165948086762947,0.4504103894990954
31,0.15,8,nearest,24,0.31605428884555226,0.2560042486226338,0.0064716033805530815
31,0.15,8,linear,24,0.1486502000579336,0.1270998591293918,0.006471603380553068
32,0.15,8,locf,24,0.2931524498288164,0.2005428041892249,0.11356253937779305
32,0.15,8,nearest,24,0.4213736216058545,0.2757608677528715,-0.20757539411983983
32,0.15,8,linear,24,0.2888545402952083,0.2206477695065289,-0.2075753941198398
33,0.15,8,locf,24,0.7169871867352041,0.5837141950422496,0.16200821731654333
33,0.15,8,nearest,24,0.4987658854745753,0.4113423695431475,0.11005581791334436
33,0.15,8,linear,24,0.43127975989805756,0.4097241176249626,0.11005581791334436
34,0.15,8,locf,24,0.4351706411334081,0.34272462106633733,0.3327335697100146
34,0.15,8,nearest,24,0.23067624946333065,0.1689221429344092,0.023089021359107842
34,0.15,8,linear,24,0.1445591462219652,0.11750085383178589,0.02308902135910787
35,0.15,8,locf,24,0.5958475856804362,0.40193034693379187,0.3291133377137158
35,0.15,8,nearest,24,0.386036525809913,0.31580361345167257,0.17068176477994104
35,0.15,8,linear,24,0.32065836217827554,0.2961665418526993,0.17068176477994101
36,0.15,8,locf,24,0.7139191030723261,0.5696023246191276,-0.26655066471369976
36,0.15,8,nearest,24,0.4111202346510906,0.3329527754309359,-0.1604021684160838
36,0.15,8,linear,24,0.1951050221140933,0.16368772159825679,-0.1604021684160838
